SNO,EVENT_URL,EVENTID,EVENTNAME,LABEL,METHOD
49,https://www.meetup.com/dotnetnotts/events/223375704/,223375704,CasperJS by Richard Wilde,Talks by Domain Experts,OPENCODING
50,https://www.meetup.com/Girl-Develop-It-Boston/events/202344562/,202344562,Web Development: Lets Break it Down! (General Assembly),Hands-on Sessions,OPENCODING
51,https://www.meetup.com/nysoftware/events/229316900/,229316900,Hadoop 2.x / Apache Spark / R Analytics Foundation Courses,Hands-on Sessions,OPENCODING
52,https://www.meetup.com/General-Assembly-Seattle/events/222360563/,222360563,Public Relations 101,Hands-on Sessions,OPENCODING
53,https://www.meetup.com/Startup-Show-Tell/events/245889592/,245889592,Machine Learning for Business Applications,Hands-on Sessions,OPENCODING
54,https://www.meetup.com/TriDroid/events/225750519/,225750519,Playing Media on Android 5 & Beyond,Talks by Domain Experts,OPENCODING
55,https://www.meetup.com/Evansville-Technology-Group/events/236824527/,236824527,Group Round Table,Open Discussion,OPENCODING
56,https://www.meetup.com/Evansville-Technology-Group/events/236824527/,236824527,Group Round Table,Administrative Events,OPENCODING
57,https://www.meetup.com/GameLabs/events/235324645/,cxjvslyvpbgc,Monthly MeetUp,Hands-on Sessions,OPENCODING
58,https://www.meetup.com/GameLabs/events/235324645/,cxjvslyvpbgc,Monthly MeetUp,Talks by Domain Experts,OPENCODING
59,https://www.meetup.com/I-T-Social-Cafe/events/237334581/,237334581,International Exchange Party in Akasaka!,Social Events,OPENCODING
60,https://www.meetup.com/I-T-Social-Cafe/events/237334581/,237334581,International Exchange Party in Akasaka!,Others,OPENCODING
61,https://www.meetup.com/BarcelonaJUG/events/173493382/,173493382,Introduction to Apache Cassandra,Talks by Domain Experts,OPENCODING
62,https://www.meetup.com/SF-Data-Science/events/236682964/,236682964,Working with an IDE: Python/Jupyter Notebooks RStudio Spark and R Shiny App,Talks by Domain Experts,OPENCODING
63,https://www.meetup.com/Honolulu-New-Tech-Meetup/events/220359071/,220359071,HVCA Entrepreneur & Deal of the Year Awards,Social Events,OPENCODING
64,https://www.meetup.com/010PHP/events/201101972/,qsdjkgysmbpb,Inter-Process Communication - solving the problem of transporting lolcats,Talks by Domain Experts,OPENCODING
65,https://www.meetup.com/london-software-craftsmanship/events/16117553/,16117553,Software Craftsmanship Round-table,Open Discussion,OPENCODING
66,https://www.meetup.com/WWCWichita/events/200792882/,200792882,Technical Study Group (Hack Night),Hands-on Sessions,OPENCODING
67,https://www.meetup.com/jsmeetup/events/98573142/,98573142,HTML5DevConf Call for Proposals Due,Conferences,OPENCODING
68,https://www.meetup.com/West-Midlands-Ruby-User-Group-WMRUG/events/231939969/,dhxdzfyvkbbc,July Meetup,Open Discussion,OPENCODING
69,https://www.meetup.com/Boston_New_Technology/events/241702796/,241702796,Intro to the Boston Startup Community! RSVP here required: http://ga.co/2rz2vfm,Talks by Domain Experts,OPENCODING
70,https://www.meetup.com/broward-drupal/events/221616636/,221616636,Celebrating our 5-year anniversary. Topic: Intro to the Migrate Module,Talks by Domain Experts,OPENCODING
71,https://www.meetup.com/SoftwareArchitectsBangalore/events/232659731/,232659731,Software Architects Bangalore Seventh Meetup,Talks by Domain Experts,OPENCODING
72,https://www.meetup.com/djangovan/events/14960525/,stldnynnbjc,Vancouver Django Meetup Group Monthly Meetup,Open Discussion,OPENCODING
73,https://www.meetup.com/node-sydney/events/231588483/,wddlhlywgbjb,Sydney Node Ninjas - @Tabcorp,Talks by Domain Experts,OPENCODING
74,https://www.meetup.com/Lisbon-MongoDB-User-Group/events/218646101/,218646101,MongoDB Bug Hunt: 2.8 RC-0,Competitions,OPENCODING
75,https://www.meetup.com/Ember-LA/events/194525902/,dkrvnjysmbjb,Hackfest at the Beach,Hands-on Sessions,OPENCODING
76,https://www.meetup.com/GDG-Liverpool/events/227340091/,227340091,GDG Liverpool January,Talks by Domain Experts,OPENCODING
77,https://www.meetup.com/LA-Tech-Happy-Hour/events/227838262/,227838262,LATHH Party @ Investor Festival,Social Events,OPENCODING
78,https://www.meetup.com/Girl-Develop-It-Boulder-Denver/events/239467306/,239467306,Introduction to Command Line [BOULDER],Hands-on Sessions,OPENCODING
79,https://www.meetup.com/Dallas-Salesforce-Developer-User-Group/events/227186313/,cvrlglyvcbvb,Platform App and Dev1 Study Group Meeting,Hands-on Sessions,OPENCODING
80,https://www.meetup.com/LeedsJS/events/167485052/,167485052,Meteor: Rock Your World,Talks by Domain Experts,OPENCODING
81,https://www.meetup.com/Ottawa-Scrum-Users-Group/events/227589133/,227589133,Consultancy Scrum,Talks by Domain Experts,OPENCODING
82,https://www.meetup.com/Sea-Tech-Forum/events/94079142/,94079142,Test Focus Group: Beyond 5 stars -- Quantify quality by leveraging app users,Talks by Domain Experts,OPENCODING
83,https://www.meetup.com/learn-python-nyc/events/232179191/,ntsbslyvkbhb,Tuesday Office Hours,Open Discussion,OPENCODING
84,https://www.meetup.com/Scala-Portugal/events/219253592/,219253592,An Introduction to the Typesafe Stack: Play & Akka,Talks by Domain Experts,OPENCODING
85,https://www.meetup.com/SUPAProductTalks/events/162910532/,162910532,Developer Week Conference & Expo Feb 15-21,Conferences,OPENCODING
86,https://www.meetup.com/learntocodeinmiamiwithwyncode/events/234831896/,234831896,Wyncode Miami Pitch Day 11,Talks by Domain Experts,OPENCODING
87,https://www.meetup.com/LouisvilleMakesGames/events/245098265/,245098265,Ludum Dare 40 (See description for dinner details),Competitions,OPENCODING
88,https://www.meetup.com/API-Craft-San-Francisco/events/234335331/,234335331,January 2017 Meetup,Talks by Domain Experts,OPENCODING
89,https://www.meetup.com/DFWScrum/events/227916017/,227916017,User Story Mapping,Talks by Domain Experts,OPENCODING
90,https://www.meetup.com/Windy-City-Tech-Meetup/events/235968811/,235968811,Tis the Season to be Jolly and Network!,Social Events,OPENCODING
91,https://www.meetup.com/EuregioTechMeetup/events/234074284/,234074284,Blockchain Introduction & Workshop,Talks by Domain Experts,OPENCODING
92,https://www.meetup.com/dallasphp/events/72059392/,72059392,Chris Cornutt - Agile Applications with ExtJS + Zend Framework,Talks by Domain Experts,OPENCODING
93,https://www.meetup.com/Practical-Introduction-to-Python-Programming/events/240447982/,240447982,Python for Data Science (2 sessions),Hands-on Sessions,OPENCODING
94,https://www.meetup.com/WaikatoLinuxUsersGroup/events/196352072/,196352072,Linux Saturday Workshop,Hands-on Sessions,OPENCODING
95,https://www.meetup.com/opentechschool-zurich/events/233922300/,qnmmvlyvmbbc,Learning C++ as a beginner,Others,OPENCODING
96,https://www.meetup.com/JavaScript-Workshops-LA/events/227806794/,227806794,Workshop: JavaScript Full Stack Weekender,Hands-on Sessions,OPENCODING
97,https://www.meetup.com/Women-Who-Code-LA/events/235739609/,rskvdmywcbwb,Learn Python (Beginners) in the SFV!,Hands-on Sessions,OPENCODING
98,https://www.meetup.com/Le-Wagon-Shanghai-Coding-Station/events/235407801/,235407801,[Workshop] Technical workflow in Startups,Talks by Domain Experts,OPENCODING
99,https://www.meetup.com/NYTechTank/events/204474162/,204474162,"Jobs in Banking, Finance & Venture Capital- A Career Roundtable for Job Seekers",Job Fair,OPENCODING
100,https://www.meetup.com/London-Cambridge-Spark/events/233207740/,233207740,Introduction to Data Science in Python Bootcamp,Hands-on Sessions,OPENCODING
101,https://www.meetup.com/Girl-Develop-It-Boulder-Denver/events/244491885/,244491885,Career Fair & Speed Mentoring with Megan Smith 3rd CTO United States - DENVER,Job Fair,OPENCODING
102,https://www.meetup.com/Australian-Umbraco-Meetups/events/231879125/,dvfmkkyvkbhb,Melbourne Umbracian Meetup,Talks by Domain Experts,OPENCODING
103,https://www.meetup.com/Boston-Predictive-Analytics/events/60294452/,60294452,Web Content Recommendations using Bayesian Classification via Apache Mahout,Talks by Domain Experts,OPENCODING
104,https://www.meetup.com/Girl-Develop-It-Philadelphia/events/244911071/,244911071,Teaching Meetup,Administrative Events,Labeler 2
105,https://www.meetup.com/The-Sydney-Limited-WIP-Society/events/152021102/,152021102,End of year get together and retrospective,Administrative Events,Labeler 2
106,https://www.meetup.com/Austin-Hispanic-Hackers-Meetup/events/224519985/,224519985,Austin Diversity Hackathon,Competitions,Labeler 2
107,https://www.meetup.com/Codetrotters/events/241173911/,ldkvdmywkbhb,Location Change tomorrow Hack Nights at Parallel18,Competitions,Labeler 2
108,https://www.meetup.com/London-Clojurians/events/235301800/,235301800,ClojureX - London Clojurians Conference @ SkillsMatter,Conferences,Labeler 2
109,https://www.meetup.com/Girl-Develop-It-Phoenix/events/235111300/,235111300,GDI Crashes: CSSDay.io,Conferences,Labeler 2
110,https://www.meetup.com/Dallas-Big-Data-Science/events/245581654/,245581654,H2O World 2017,Conferences,Labeler 2
111,https://www.meetup.com/munich-software-craft-community/events/222052212/,222052212,5th International Software Craftsmanship and Testing Conference in Germany,Conferences,Labeler 2
112,https://www.meetup.com/Girl-Develop-It-Pittsburgh/events/231648226/,231648226,Intermediate HTML/CSS Class,Hands-on Sessions,Labeler 2
113,https://www.meetup.com/prodeskspace/events/228713621/,228713621,Learn Wordpress and SEO,Hands-on Sessions,Labeler 2
114,https://www.meetup.com/Women-Who-Code-DC/events/227440158/,jsdsnlyvcbpb,Front End Hack Night - Intro to Git,Hands-on Sessions,Labeler 2
115,https://www.meetup.com/Learning-to-Code-Amsterdam/events/242822355/,wwjdrnywmbqb,Learn to code - together!,Hands-on Sessions,Labeler 2
116,https://www.meetup.com/The-Big-Data-Meetup/events/244304331/,244304331,IBM Data Science Workshop @PolyU,Hands-on Sessions,Labeler 2
117,https://www.meetup.com/SweetlakePHP/events/219244473/,xxwsdlytcbkc,SweetlakePHP DEV,Hands-on Sessions,Labeler 2
118,https://www.meetup.com/techacademy/events/243531296/,243531296,Free One-Day Course on Introduction to Web Design with HTML & CSS - 9/25,Hands-on Sessions,Labeler 2
119,https://www.meetup.com/hackreactor/events/223290053/,223290053,[SOLD OUT] Reactor Prep:  Front End Web Development Basics,Hands-on Sessions,Labeler 2
120,https://www.meetup.com/Le-Wagon-Chengdu/events/239452062/,239452062,Learn to Code a Landing Page in 2 Hours,Hands-on Sessions,Labeler 2
121,https://www.meetup.com/RedMountainMakers/events/193853632/,193853632,Basic Linux training ,Hands-on Sessions,Labeler 2
122,https://www.meetup.com/Farset-Labs-Events/events/236020828/,236020828,Global Game Jam (Belfast) 2017,Hands-on Sessions,Labeler 2
123,https://www.meetup.com/Chicostart-Meetups/events/249197322/,249197322,Free Code Camp,Hands-on Sessions,Labeler 2
124,https://www.meetup.com/sacruby/events/238618972/,qgdwtfywgbbc,The Sacramento Ruby Meetup Monthly Meetup,Hands-on Sessions,Labeler 2
125,https://www.meetup.com/Lucky-We-Code-Hawaii/events/236997832/,236997832,Global Game Jam 2017,Hands-on Sessions,Labeler 2
126,https://www.meetup.com/Bergen-Nerdschool/events/225198496/,225198496,Introduction to shell script,Hands-on Sessions,Labeler 2
127,https://www.meetup.com/Women-Who-Code-SF/events/220905004/,220905004,Java Study Group,Hands-on Sessions,Labeler 2
128,https://www.meetup.com/Cognitive-Toronto/events/221476447/,221476447,Hands-on: IBM Analytics and Internet of Things (IoT) Workshop,Hands-on Sessions,Labeler 2
129,https://www.meetup.com/learn-to-code-in-atlanta-digitalcrafts/events/245736252/,245736252,Accountants Can Use Javascript Too! ,Hands-on Sessions,Labeler 2
130,https://www.meetup.com/rails-plus/events/230709907/,xdzbtlyvjbkb,Ruby Problem Set Series,Hands-on Sessions,Labeler 2
131,https://www.meetup.com/React-Seoul/events/230458496/,qjpvplyvgbnc,Chat & React: lets explore React and React-Native,Open Discussion,Labeler 2
132,https://www.meetup.com/Net-Study-Group/events/114917132/,114917132,Advanced Topics,Open Discussion,Labeler 2
133,https://www.meetup.com/Exeter-NET-Meetup/events/232448762/,232448762,September - Hot Topics ,Open Discussion,Labeler 2
134,https://www.meetup.com/CPHEX-Copenhagen-Elixir/events/241029174/,241029174,Copenhagen Elixir and Erlang Meet Up June 2017,Open Discussion,Labeler 2
135,https://www.meetup.com/ironhack-barcelona/events/230397249/,230397249,Ironhack & Friends - Chapter 1:  The future of the start-up developer in Spain,Open Discussion,Labeler 2
136,https://www.meetup.com/cppmsg_cpp/events/234198560/,tzzpzlyvnbkb,Online Friday: Modern C++ Q&A - Stroustrups Programming Book PPP ch.9 CppMSG,Open Discussion,Labeler 2
137,https://www.meetup.com/brisjvm/events/28640721/,cqtzrypmbjb,Power Tools Roundtable,Open Discussion,Labeler 2
138,https://www.meetup.com/raleighrb/events/4872133/,4872133,The Raleigh-area Ruby Brigade (raleigh.rb) April Meetup,Open Discussion,Labeler 2
139,https://www.meetup.com/Developers-Entrepreneurs/events/219215101/,qkjcdlytnbkc,Got a Problem? -> Get a Solution! #OpenMic,Open Discussion,Labeler 2
140,https://www.meetup.com/Baltimore-UX-Meetup/events/229800284/,229800284,Peer-to-Peer UX Design Review,Open Discussion,Labeler 2
141,https://www.meetup.com/PyLadiesSF/events/164463042/,dkbkthysdbxb,Study group: Learn Python together!,Open Discussion,Labeler 2
142,https://www.meetup.com/UK-Hackathons-and-Jams/events/247279106/,247279106,Citidata Hack,Others,Labeler 2
143,https://www.meetup.com/Cocoaheads-Phoenix-Scottsdale/events/232424405/,232424405,NSCoderNight,Open Discussion,Labeler 2
144,https://www.meetup.com/Chicostart-Meetups/events/247552676/,247552676,Startup Workshop:   Intro to print design and logo basics,Others,Labeler 2
145,https://www.meetup.com/MoedegruppeFunktionelleKoebenhavnere/events/248744530/,rqbcdlyxfbkc,MF#K: Meetup cancelled. Please go to Elm Elm Hack Night with Evan Czaplicki,Others,Labeler 2
146,https://www.meetup.com/Adelaide-AgTech-Meetup/events/229277582/,229277582,Ag-Tech Adelaide Meetup,Others,Labeler 2
147,https://www.meetup.com/wmdotnet/events/212651802/,212651802,PowerShell SIG,Open Discussion,Labeler 2
148,https://www.meetup.com/Girl-Geek-Academy/events/193662112/,193662112,Girl Geek Academy Workshop - Pitching,Others,Labeler 2
149,https://www.meetup.com/techacademy/events/233382340/,233382340,Tech Academy presents Code Oregon Careers,Job Fair,Labeler 2
150,https://www.meetup.com/Miami-Software-Development-Meetup/events/234532767/,234532767,Get IT Certifications for Free through WIOA Grant. Learn How!,Others,Labeler 2
151,https://www.meetup.com/LAHackers/events/213748432/,dsdnrkysnbcc,How to Start a Startup,Open Discussion,Labeler 2
152,https://www.meetup.com/SyncHerts/events/217532812/,217532812,Happy MARSmas!,Others,Labeler 2
153,https://www.meetup.com/Women-Who-Code-Reno-Tahoe/events/117469352/,dbjjtfyrhblb,Study Group,Open Discussion,Labeler 2
154,https://www.meetup.com/Thinkful-Pasadena/events/242828660/,242828660,Become a Data Scientist: Thinkful Info Session,Others,Labeler 2
155,https://www.meetup.com/noisebridge/events/247190094/,247190094,Bag Making Hackathon Monday,Others,Labeler 2
156,https://www.meetup.com/Lafayette-CO-Tech/events/222818909/,dbwhhlytkbkc,Make a Giant Working Puppet! - Paula,Others,Labeler 2
157,https://www.meetup.com/gdgcloudcalgary/events/248364619/,248364619,Achieve Inbox Zero with the Cloud Productivity Lunch Series,Hands-on Sessions,Labeler 2
158,https://www.meetup.com/young-bostonians-20s-30s/events/247724673/,247724673,Join a Social Indoor Kickball League {Starts 3/17},Others,Labeler 2
159,https://www.meetup.com/SFInvestors/events/231691797/,231691797,Americas Greatest Maker: Winner of $1M Prize & Reality TV Show on TBS,Others,Labeler 2
160,https://www.meetup.com/General-Assembly-Seattle/events/237438582/,237438582,MARKETING THROUGH PINTEREST: CREATING AND EXECUTING A STRATEGY,Others,Labeler 2
161,https://www.meetup.com/splatspace/events/64052532/,64052532,Libre Culture Day Celebration,Others,Labeler 2
162,https://www.meetup.com/Mozilla-Meetup-Switzerland/events/243387231/,243387231,Firefox Quantum Sprint - Help make Firefox Quantum succeed,Others,Labeler 2
163,https://www.meetup.com/SFInvestors/events/226083399/,226083399,FREE: Lifograph VIP mixer and costume party for investors and founders,Others,Labeler 2
164,https://www.meetup.com/nextech/events/119235572/,119235572,Welcome to a world through Glass,Talks by Domain Experts,Labeler 2
165,https://www.meetup.com/RedMountainMakers/events/236808399/,pprhvlywcbtb,Show & Tell,Others,Labeler 2
166,https://www.meetup.com/Nottingham-Derby-BCS-Branch/events/219697961/,219697961,Developing individual and team competencies through NLP by Peter Parkes,Others,Labeler 2
167,https://www.meetup.com/Stamford-Innovation-Center-Meetup/events/233444024/,233444024,CT Commission on Economic Competitiveness Roundtable,Others,Labeler 2
168,https://www.meetup.com/Ace-Monster-Toys/events/231916356/,231916356,Fusion360 for Hackerspaces,Others,Labeler 2
169,https://www.meetup.com/Long-Island-Drupal-Group/events/245536585/,245536585,Long Island Drupal End of Year Party,Social Events,Labeler 2
170,https://www.meetup.com/Melbourne-Web-Developers/events/95172882/,95172882,A christmas drinkup!,Social Events,Labeler 2
171,https://www.meetup.com/GOTO-Nights-CPH/events/174873852/,174873852,Community Managers get together!,Social Events,Labeler 2
172,https://www.meetup.com/HackerNestVAN/events/161748712/,161748712,HackerNestVAN February Tech Social-Limited Space,Social Events,Labeler 2
173,https://www.meetup.com/Perth-iOS/events/30868941/,30868941,NSDrinking,Social Events,Labeler 2
174,https://www.meetup.com/sandiegojs/events/248984886/,fqgtqlyxgbsb,SDJS Social,Social Events,Labeler 2
175,https://www.meetup.com/Elastic-NL/events/219020029/,219020029,Sinterklaas/X-Mas/Hanukkah drinks,Social Events,Labeler 2
176,https://www.meetup.com/Buckeye-Cocoa/events/12567181/,12567181,Cocoa Programming Meetup,Talks by Domain Experts,Labeler 2
177,https://www.meetup.com/PerthDotNet/events/226365203/,226365203,DevJam 2015,Talks by Domain Experts,Labeler 2
178,https://www.meetup.com/DevTank/events/91338592/,91338592,DevTank November,Talks by Domain Experts,Labeler 2
179,https://www.meetup.com/LondonSalesforceDevelopers/events/78745732/,78745732,Teardown of what happened at DFX and a special guest from salesforce.com!,Talks by Domain Experts,Labeler 2
180,https://www.meetup.com/DublinJS/events/127011262/,qmbfxfyrlbjb,Monthly dublinjs meetup,Talks by Domain Experts,Labeler 2
181,https://www.meetup.com/AndroidAlameda/events/13480849/,13480849,Android Web Application Development with PhoneGap,Talks by Domain Experts,Labeler 2
182,https://www.meetup.com/nycpython/events/110055922/,qrlhhfyrgbmb,Weekly Office Hours (watch this page for weekly topic annoucnements),Talks by Domain Experts,Labeler 2
183,https://www.meetup.com/Software-QA-Testing-Meetup/events/230253885/,230253885,Cucumber as a Collaboration Tool,Talks by Domain Experts,Labeler 2
184,https://www.meetup.com/J-Dynamic-Functional-Programming/events/70126502/,dtzdnyqkbnb,J Dynamic Functional Programming Monthly Meetup,Talks by Domain Experts,Labeler 2
185,https://www.meetup.com/big-data-london/events/196370742/,196370742,25th Big Data London Meetup - with S2DS at University of Westminster,Talks by Domain Experts,Labeler 2
186,https://www.meetup.com/All-Things-API/events/225928733/,225928733,API Definitions: Source of Truth for Tests,Talks by Domain Experts,Labeler 2
187,https://www.meetup.com/localvariables/events/236760638/,236760638,Local Variables Meetup: Azure Machine Learning,Talks by Domain Experts,Labeler 2
188,https://www.meetup.com/General-Assembly-Austin/events/235584315/,235584315,Lightning Talks: Product Management Tools,Talks by Domain Experts,Labeler 2
189,https://www.meetup.com/Le-Wagon-Tokyo-Coding-Station/events/237513235/,237513235,UI & Design Crash Course,Talks by Domain Experts,Labeler 2
190,https://www.meetup.com/The-Minneapolis-St-Paul-Magento-Meetup/events/226034508/,226034508,Magento 2: An Overview,Talks by Domain Experts,Labeler 2
191,https://www.meetup.com/Financial-Technology-Switzerland-Meetup/events/192372002/,192372002,FinTech Switzerland in Geneva -  Eat and Meet #1,Talks by Domain Experts,Labeler 2
192,https://www.meetup.com/Share-IT-Sarajevo/events/239871421/,239871421,Tech support  Get the big picture,Talks by Domain Experts,Labeler 2
193,https://www.meetup.com/TechMeetupspace/events/225061515/,225061515,Dublin Lampstack User Group - Building Cloud Apps the Right Way,Talks by Domain Experts,Labeler 2
194,https://www.meetup.com/Munich-Rubyshift-Ruby-User-Group/events/231711877/,drpzdgyvkbrb,Ruby User Group Meetup,Talks by Domain Experts,Labeler 2
195,https://www.meetup.com/AmsterdamPHP/events/68809872/,qnrswcyqlbvb,Monthly Meeting - August/2012,Talks by Domain Experts,Labeler 2
196,https://www.meetup.com/Austin-iPhone-Developer-Group/events/230738335/,dvdljfyvjbkb,Austin iPhone Developer Group Meetup,Talks by Domain Experts,Labeler 2
197,https://www.meetup.com/Zalando-Tech-Events-Berlin/events/231911415/,231911415,Zalando Techspert Series #2 - Customers Dont Know What They Want,Talks by Domain Experts,Labeler 2
198,https://www.meetup.com/Santa-Monica-New-Tech/events/163651382/,163651382,SM New Tech Meetup March 2014 #SMNT19,Talks by Domain Experts,Labeler 2
199,https://www.meetup.com/python-atlanta/events/186265752/,drdkldyskbnb,Python Atlanta Meetup,Talks by Domain Experts,Labeler 2
